id_transacao,id_cliente,data_transacao,lugar_transacao
258164130,7059,2022-07-21,en línea
736258575,7059,2022-07-02,en línea
706601919,2815,2022-02-24,en línea
158296068,2815,2022-10-30,en línea
456799292,2815,2022-08-11,en línea
148137371,2815,2022-03-21,en línea
105876306,2416,2022-03-03,en línea
326050081,2416,2022-03-05,en línea
733208346,7999,2021-04-23,en línea
328242933,7999,2021-06-02,en línea
856239897,7999,2021-09-04,en línea
868296325,7999,2022-04-16,en línea
747652504,7999,2022-07-14,en línea
281445312,9213,2020-10-31,en línea
229113092,9697,2022-03-06,en línea
831500273,9697,2022-11-08,en línea
369553062,9697,2022-10-24,en línea
466394889,9697,2022-04-17,en línea
650183196,9697,2022-09-07,en línea
500541454,9697,2022-08-30,en línea
346271144,9697,2022-10-11,en línea
443632035,3916,2020-08-15,en línea
861623213,3916,2022-04-16,en línea
862030288,3916,2020-10-11,en línea
592756185,3916,2022-07-16,en línea
138736580,3916,2022-04-13,en línea
365445629,3916,2022-02-14,en línea
491856746,3916,2021-07-12,en línea
458728148,2021,2021-03-27,en línea
832846184,2021,2022-04-11,en línea
505046510,2021,2022-03-15,en línea
420315519,2021,2021-10-04,en línea
837089677,2021,2021-11-09,en línea
231154091,2021,2022-01-06,en línea
161526947,1581,2021-10-10,en línea
578933530,564,2020-08-04,en línea
309295804,564,2020-09-04,en línea
823277625,564,2021-03-06,en línea
685910238,564,2022-06-19,en línea
308907066,564,2021-04-19,en línea
280440130,564,2020-11-29,en línea
637670494,564,2021-06-13,en línea
557903763,564,2020-09-13,en línea
111837146,6619,2021-01-02,en línea
838847221,9081,2022-05-18,en línea
805532960,178,2021-02-18,en línea
156386660,178,2021-05-08,en línea
749232631,178,2022-08-08,en línea
681992746,178,2021-06-22,en línea
287955083,178,2021-12-09,en línea
546334982,178,2021-12-07,en línea
148032269,178,2021-11-04,en línea
482603818,178,2021-03-08,en línea
283309909,916,2022-05-09,en línea
131427512,5512,2022-05-23,en línea
745177695,5512,2022-09-17,en línea
725823326,5512,2022-07-26,en línea
420194078,5512,2022-05-27,en línea
591106749,5512,2022-06-24,en línea
705051005,5512,2022-06-28,en línea
730353290,5512,2022-08-10,en línea
654495451,8970,2020-10-23,en línea
715400621,8970,2021-08-27,en línea
669371625,8970,2022-05-01,en línea
473523552,8970,2022-05-12,en línea
427447538,8970,2022-02-02,en línea
370341846,8970,2021-04-29,en línea
549928358,10581,2020-10-31,en línea
172263367,10581,2022-01-19,en línea
504812858,10581,2021-07-20,en línea
871353292,10581,2022-02-25,en línea
350303955,10581,2021-05-01,en línea
328984527,10581,2021-02-08,en línea
605617682,10581,2022-07-27,en línea
511498391,5300,2021-12-30,en línea
703530507,5300,2022-12-21,en línea
733416323,5154,2021-08-11,en línea
242142506,5154,2022-04-26,en línea
886027707,8346,2020-08-19,en línea
338395686,8346,2021-12-02,en línea
718463382,8346,2020-12-27,en línea
731153493,8346,2020-09-07,en línea
174183180,8346,2022-07-12,en línea
237900433,8346,2021-06-18,en línea
400189068,1676,2021-10-30,en línea
299641516,1676,2021-11-01,en línea
883753419,1676,2022-01-01,en línea
629150680,1676,2022-09-25,en línea
889058189,9286,2020-10-10,en línea
396616691,9286,2020-12-15,en línea
133404405,9286,2022-01-24,en línea
344746286,9286,2021-02-11,en línea
541604053,9286,2021-01-12,en línea
535787317,2426,2020-09-14,en línea
342341433,2426,2021-11-26,en línea
121512146,2426,2021-10-19,en línea
228716081,2426,2020-11-23,en línea
832233971,2426,2021-08-29,en línea
416388784,5172,2021-11-14,en línea
853197267,5172,2022-12-28,en línea
128775791,5172,2022-03-21,en línea
659469858,5562,2021-06-26,en línea
564105732,5562,2022-06-10,en línea
289549200,5562,2022-04-01,en línea
110899475,5562,2022-08-10,en línea
141560673,5562,2021-08-18,en línea
146088173,5562,2021-12-29,en línea
774952114,5562,2021-08-04,en línea
555578165,3436,2022-01-26,en línea
108257831,3921,2020-10-28,en línea
255136332,3921,2021-03-31,en línea
745598450,3921,2021-01-25,en línea
467035637,3921,2021-06-04,en línea
479380612,3403,2020-09-24,en línea
244500735,3403,2021-03-30,en línea
254945055,22,2020-12-03,en línea
163657400,22,2022-02-06,en línea
807963608,22,2022-05-20,en línea
165949517,22,2022-01-02,en línea
172985804,22,2022-02-13,en línea
689874302,22,2021-05-13,en línea
299967452,10965,2021-02-22,en línea
248931356,10965,2022-03-31,en línea
705654607,10965,2022-04-10,en línea
174915693,9426,2021-01-12,en línea
441632031,9426,2021-01-26,en línea
146639959,6605,2021-11-27,en línea
306453139,6605,2021-11-30,en línea
270878637,6605,2022-08-01,en línea
203832219,6605,2022-01-09,en línea
694316694,6605,2022-10-09,en línea
103179580,6605,2022-11-03,en línea
734590610,6605,2022-05-18,en línea
856078085,6605,2022-02-13,en línea
169659826,6605,2022-04-06,en línea
438415263,3136,2021-04-13,en línea
374774338,3136,2021-07-31,en línea
711082226,3136,2021-12-26,en línea
314739585,3136,2021-10-27,en línea
623208015,3136,2022-06-25,en línea
368055183,8737,2022-04-05,en línea
434098319,8737,2022-12-29,en línea
273349762,11088,2021-04-21,en línea
529171794,11088,2021-10-22,en línea
554381889,11088,2021-07-06,en línea
889516368,11088,2022-04-03,en línea
717257928,716,2022-05-22,en línea
395003469,716,2022-11-23,en línea
354463681,716,2022-10-28,en línea
260481141,716,2022-11-06,en línea
179346967,716,2022-12-16,en línea
799199241,716,2022-10-20,en línea
208857127,466,2021-04-03,en línea
565581644,466,2022-05-17,en línea
181173071,466,2021-12-17,en línea
551533946,466,2021-09-14,en línea
520368092,9135,2020-08-06,en línea
509940900,10623,2021-11-15,en línea
336995047,8151,2020-12-29,en línea
281648060,8151,2022-01-30,en línea
188464896,8151,2022-06-18,en línea
246316075,8151,2021-09-28,en línea
835862564,5140,2020-08-24,en línea
553868434,5140,2021-02-18,en línea
356430311,5140,2020-08-25,en línea
485100898,5140,2021-03-22,en línea
747880940,10160,2021-06-21,en línea
213169830,4945,2020-11-07,en línea
149011049,4945,2022-05-22,en línea
280402941,4945,2021-12-27,en línea
870302377,4945,2021-04-19,en línea
567965994,4945,2022-01-01,en línea
360355039,4945,2021-05-11,en línea
732650089,4945,2020-11-11,en línea
523623796,4945,2021-02-21,en línea
741199583,4945,2021-02-06,en línea
259057460,4945,2021-01-01,en línea
186461308,10584,2021-12-02,en línea
427403679,10584,2021-12-18,en línea
271982436,10584,2022-11-18,en línea
309168356,10584,2022-09-19,en línea
265798676,10584,2022-02-21,en línea
530040746,6071,2021-07-19,en línea
425818011,6071,2022-06-24,en línea
863045411,6071,2022-11-18,en línea
876697985,3386,2021-06-21,en línea
436288958,3386,2021-08-25,en línea
472219586,8939,2020-12-16,en línea
163967057,8939,2021-06-16,en línea
521157634,8939,2021-05-07,en línea
470814664,8939,2021-11-20,en línea
214319019,8939,2021-11-17,en línea
303452114,9925,2021-05-25,en línea
704045655,9925,2021-11-03,en línea
235632583,9925,2021-08-06,en línea
505842033,9925,2021-06-13,en línea
710263631,4320,2021-03-28,en línea
678166820,4320,2021-07-24,en línea
363788895,4320,2022-10-05,en línea
166607095,4320,2021-08-16,en línea
105105446,4320,2021-07-11,en línea
460912465,4320,2021-09-01,en línea
841190911,5389,2021-10-20,en línea
608486639,5389,2022-09-15,en línea
437051950,5389,2021-12-19,en línea
369197175,5389,2021-12-28,en línea
563013883,5389,2021-11-03,en línea
609549996,5389,2022-05-27,en línea
524781812,6036,2022-03-17,en línea
657667869,6036,2022-11-27,en línea
110646830,6036,2022-11-30,en línea
224889455,6036,2022-12-24,en línea
557718712,6036,2022-10-31,en línea
408451552,182,2021-05-11,en línea
279670789,182,2021-07-23,en línea
398411268,182,2022-02-11,en línea
869212400,182,2021-09-08,en línea
208989880,182,2021-09-13,en línea
658893633,182,2021-12-08,en línea
240655315,203,2021-04-14,en línea
675925521,203,2021-09-08,en línea
367789485,203,2022-02-28,en línea
354997130,203,2021-12-16,en línea
363488089,203,2022-05-04,en línea
784622352,11025,2021-02-03,en línea
256198523,11025,2021-07-26,en línea
376883496,11025,2022-09-12,en línea
513294954,10203,2021-06-30,en línea
599586737,4607,2021-08-23,en línea
827600796,4607,2021-11-10,en línea
238339172,4607,2022-04-20,en línea
220078984,4607,2021-12-03,en línea
520928485,3711,2022-03-01,en línea
253700740,3711,2022-06-04,en línea
407165389,3711,2022-09-11,en línea
280654734,3711,2022-09-26,en línea
806067929,3711,2022-06-27,en línea
730852898,3711,2022-06-06,en línea
123456490,3696,2022-01-27,en línea
619906787,3696,2022-04-03,en línea
773719923,2532,2022-03-01,en línea
847671569,2532,2022-06-24,en línea
829237327,9214,2021-08-16,en línea
424863969,9214,2022-06-05,en línea
661730135,9214,2022-02-12,en línea
468437103,9214,2022-04-09,en línea
196203425,9214,2021-10-27,en línea
622121520,4943,2020-09-30,en línea
507147055,4943,2021-04-04,en línea
275096639,35,2020-09-08,en línea
107838143,35,2022-02-08,en línea
369924717,2258,2020-12-04,en línea
898944857,4322,2021-11-27,en línea
723938601,4322,2022-07-21,en línea
346712358,4322,2022-10-31,en línea
262008497,4322,2022-10-17,en línea
160843716,713,2022-06-08,en línea
811301005,713,2022-12-17,en línea
157303816,713,2022-12-03,en línea
191069329,713,2022-11-06,en línea
253704525,4702,2020-08-12,en línea
105955420,4702,2020-10-26,en línea
699204152,4702,2021-09-19,en línea
495526387,4702,2021-01-26,en línea
244007501,3281,2021-11-03,en línea
394089324,3281,2022-05-17,en línea
675113060,3281,2022-02-08,en línea
314010459,3281,2022-03-26,en línea
366953978,702,2021-02-15,en línea
396091043,702,2021-10-17,en línea
312550330,702,2021-04-12,en línea
197800486,702,2021-07-20,en línea
719763374,2004,2021-09-18,en línea
752622375,2004,2022-11-04,en línea
197747512,2004,2021-10-29,en línea
182208608,2004,2022-08-02,en línea
452767377,4769,2022-06-18,en línea
440745997,4769,2022-10-21,en línea
404712447,4769,2022-07-24,en línea
493695885,4769,2022-12-18,en línea
382935379,4769,2022-07-09,en línea
369154831,4769,2022-08-25,en línea
731991270,4769,2022-10-02,en línea
670282360,4769,2022-12-22,en línea
236496059,4437,2021-04-24,en línea
714833211,4437,2021-06-16,en línea
254183150,4437,2021-06-27,en línea
498595899,8724,2021-06-17,en línea
434351619,8724,2021-06-26,en línea
801759461,10741,2021-04-11,en línea
214795034,10741,2022-07-30,en línea
821686152,10741,2021-06-14,en línea
266011874,10741,2022-09-25,en línea
785542183,10741,2021-06-16,en línea
531554418,10741,2021-04-21,en línea
747510479,1991,2022-01-18,en línea
654807423,1991,2022-04-21,en línea
696162569,6931,2022-02-15,en línea
454829511,6931,2022-04-25,en línea
488780626,6931,2022-06-08,en línea
899171402,6931,2022-03-05,en línea
104277073,6931,2022-11-16,en línea
214337591,6931,2022-02-28,en línea
390639693,6931,2022-05-20,en línea
781811710,6931,2022-05-29,en línea
814815838,11096,2021-08-08,en línea
808853368,11096,2021-11-17,en línea
653420488,304,2021-12-23,en línea
670625718,304,2022-02-16,en línea
754893392,304,2022-08-29,en línea
638160491,3665,2021-11-07,en línea
833517356,3665,2022-06-09,en línea
692241577,3665,2022-08-16,en línea
411329430,10591,2020-08-06,en línea
846020727,10591,2020-10-22,en línea
606185095,10591,2021-08-24,en línea
541101035,10591,2020-11-21,en línea
586358861,5036,2020-11-28,en línea
837466388,5036,2022-08-28,en línea
699859652,5036,2021-04-21,en línea
394030053,5036,2021-02-12,en línea
678391474,5547,2021-08-07,en línea
253252924,5547,2022-02-01,en línea
162376455,5547,2022-05-14,en línea
732274863,5547,2021-11-25,en línea
557962798,5547,2021-10-09,en línea
528839948,5547,2022-02-02,en línea
795243876,5547,2022-06-09,en línea
230012072,7822,2021-06-04,en línea
797298876,7822,2021-06-29,en línea
434799865,7822,2021-10-18,en línea
892909933,7822,2022-01-25,en línea
250373030,8541,2022-03-08,en línea
725199472,8541,2022-03-20,en línea
890085172,10955,2022-01-07,en línea
349742313,10955,2022-04-02,en línea
297053681,10955,2022-05-24,en línea
317224386,4368,2021-12-03,en línea
459115788,4368,2022-09-04,en línea
548222458,4368,2022-09-24,en línea
601612335,9671,2022-01-26,en línea
294450278,9671,2022-12-11,en línea
688180230,9671,2022-03-23,en línea
417636044,2256,2022-03-29,en línea
683589388,4279,2022-03-31,en línea
192345086,5371,2022-04-08,en línea
206174426,5371,2022-08-08,en línea
653323327,5371,2022-05-10,en línea
202613841,9240,2022-02-07,en línea
574589749,9240,2022-03-25,en línea
709234317,9240,2022-07-06,en línea
112333997,9240,2022-02-19,en línea
328692818,9240,2022-09-16,en línea
604957162,9240,2022-02-22,en línea
568348778,9460,2021-04-18,en línea
252112649,9460,2021-04-26,en línea
588912015,9460,2022-02-19,en línea
253640287,9504,2021-11-06,en línea
843571406,9504,2022-06-22,en línea
354621981,9504,2022-11-12,en línea
505805397,8692,2020-09-12,en línea
302701995,8692,2021-06-19,en línea
357980154,8692,2021-02-16,en línea
179092243,8692,2021-01-19,en línea
124684487,448,2021-03-01,en línea
628600909,448,2021-04-01,en línea
779065951,448,2021-08-31,en línea
412366763,448,2021-10-01,en línea
734248440,448,2022-01-25,en línea
778028613,448,2022-01-24,en línea
174761753,8314,2021-04-05,en línea
836594240,8314,2021-09-23,en línea
716827458,8314,2021-09-29,en línea
216574656,8314,2022-01-02,en línea
255855595,8314,2022-07-13,en línea
709800389,8420,2021-08-03,en línea
721643303,8420,2022-03-31,en línea
418017444,3174,2021-05-22,en línea
486061719,3174,2021-06-23,en línea
655652172,3174,2022-02-20,en línea
436501955,3174,2021-10-01,en línea
775319878,3174,2021-11-11,en línea
635555785,7685,2021-09-09,en línea
784509391,7685,2021-11-23,en línea
540364771,3179,2021-06-16,en línea
752690373,3179,2021-09-27,en línea
573310648,3179,2022-02-19,en línea
218639675,3179,2021-12-06,en línea
351275613,3179,2022-09-11,en línea
561350444,3179,2021-12-31,en línea
138101357,9780,2021-06-25,en línea
670254134,9780,2021-12-01,en línea
241152718,9780,2022-08-22,en línea
729932232,9780,2022-03-26,en línea
397578417,9780,2021-10-28,en línea
421801811,9780,2022-05-14,en línea
470985382,9780,2021-12-30,en línea
453709593,9780,2021-08-01,en línea
899340063,10681,2022-01-15,en línea
583743319,10681,2022-11-08,en línea
307006848,10681,2022-07-29,en línea
745148467,10681,2022-12-09,en línea
437465689,10681,2022-08-22,en línea
855803871,10681,2022-06-29,en línea
710445680,10232,2021-11-05,en línea
771542812,10232,2022-11-23,en línea
602503109,10232,2022-10-16,en línea
393488504,4184,2022-06-07,en línea
550489745,4184,2022-10-30,en línea
753784277,4184,2022-12-04,en línea
352434697,9120,2020-12-05,en línea
782422818,9120,2021-10-24,en línea
572127465,9120,2021-12-12,en línea
413594397,9120,2021-07-31,en línea
836677499,891,2021-09-07,en línea
548863688,10381,2021-07-05,en línea
857563059,3525,2020-12-07,en línea
194829960,6818,2020-09-12,en línea
724704553,6818,2021-11-28,en línea
485506379,6818,2021-11-02,en línea
251932873,6818,2022-01-27,en línea
547752903,6818,2020-10-11,en línea
535405551,3526,2022-01-27,en línea
747494944,8181,2021-09-13,en línea
181081955,8181,2021-11-20,en línea
453437693,8181,2022-03-29,en línea
332836010,8181,2022-04-24,en línea
174324530,1029,2021-08-01,en línea
471190650,1029,2022-03-02,en línea
878770396,1029,2022-06-16,en línea
648536131,1029,2021-10-04,en línea
819105263,1029,2022-06-10,en línea
787072688,7369,2021-10-02,en línea
390774524,7369,2021-11-25,en línea
810130600,2574,2021-01-31,en línea
217438740,2574,2022-01-25,en línea
137997199,2574,2021-06-16,en línea
722280594,2574,2021-09-15,en línea
800453064,2574,2021-08-15,en línea
503939323,2574,2021-04-06,en línea
156918459,8159,2022-04-01,en línea
469236852,8159,2022-08-17,en línea
340969339,8159,2022-11-16,en línea
285213700,8159,2022-08-03,en línea
741028440,1160,2021-08-23,en línea
513240765,1160,2022-03-18,en línea
887805280,1160,2022-03-02,en línea
603893440,10242,2021-09-16,en línea
348578423,10242,2021-11-10,en línea
801151057,5253,2021-07-09,en línea
648215877,5253,2021-07-24,en línea
779096626,5253,2021-12-15,en línea
178947248,5253,2022-04-14,en línea
376922453,5966,2020-11-10,en línea
769864141,5966,2022-06-03,en línea
184475537,5966,2021-03-28,en línea
819964928,5314,2021-03-18,en línea
249085560,5314,2021-06-15,en línea
524808921,5314,2022-08-02,en línea
525789199,5314,2021-08-20,en línea
528531711,5314,2021-11-09,en línea
590576148,5314,2021-04-19,en línea
204632462,5314,2021-11-21,en línea
705720209,5081,2021-10-20,en línea
117603927,5123,2021-04-15,en línea
705899257,5123,2021-07-10,en línea
562669426,5756,2022-04-03,en línea
114437031,5756,2022-08-03,en línea
854649014,8036,2022-04-18,en línea
163894591,8036,2022-10-06,en línea
583830791,9058,2020-09-23,en línea
160183916,9058,2021-09-07,en línea
833703655,9058,2021-01-29,en línea
882651114,9058,2022-04-27,en línea
732046901,9058,2021-09-15,en línea
454961772,5057,2021-09-14,en línea
765200023,5057,2022-02-14,en línea
366400026,5057,2022-08-29,en línea
619885292,5057,2022-02-19,en línea
496145119,254,2022-05-17,en línea
434756382,254,2022-08-27,en línea
132496271,254,2022-12-03,en línea
664430393,254,2022-12-05,en línea
735660635,254,2022-07-21,en línea
614159633,254,2022-10-03,en línea
229880373,254,2022-10-25,en línea
738042961,4179,2021-08-20,en línea
604134717,3710,2020-10-12,en línea
364798561,3710,2021-09-17,en línea
238693378,7627,2020-12-12,en línea
692148937,7627,2022-01-13,en línea
158198742,7627,2020-12-30,en línea
455837810,7627,2022-05-24,en línea
853998976,7627,2021-05-23,en línea
726738405,4501,2021-11-10,en línea
144921301,4501,2022-08-20,en línea
426453992,4501,2022-03-17,en línea
494848247,6424,2022-01-30,en línea
297786235,3075,2021-09-11,en línea
828118855,3075,2022-09-13,en línea
853486231,3075,2021-09-19,en línea
343203439,4992,2021-09-19,en línea
199337933,4992,2021-10-08,en línea
497076674,4992,2022-04-07,en línea
842885279,5252,2020-10-26,en línea
805518935,5252,2022-04-30,en línea
426535001,7444,2021-10-19,en línea
578993761,6919,2021-06-04,en línea
845375796,6919,2021-12-25,en línea
603058127,3537,2020-08-17,en línea
420385335,3537,2021-04-27,en línea
502246379,3537,2021-05-21,en línea
203778530,10277,2021-02-21,en línea
535306980,2453,2020-08-31,en línea
314615755,2453,2021-10-07,en línea
708346213,2453,2021-05-06,en línea
571469666,2453,2022-06-28,en línea
224125495,2453,2022-11-26,en línea
649474756,7972,2021-09-17,en línea
886250341,7972,2021-12-03,en línea
898486152,7972,2022-05-04,en línea
234560168,895,2020-12-09,en línea
486884909,895,2022-06-18,en línea
203461504,895,2021-06-12,en línea
263817184,895,2021-06-22,en línea
681521430,895,2020-12-16,en línea
755875489,1177,2021-01-26,en línea
234138495,1177,2021-05-07,en línea
239452937,1177,2021-05-11,en línea
769811477,7141,2020-12-29,en línea
576757448,7141,2022-01-25,en línea
235217503,7141,2021-10-21,en línea
303793317,7141,2021-01-16,en línea
478269132,7141,2022-02-10,en línea
457033661,7232,2022-02-11,en línea
797326669,8477,2021-03-11,en línea
879050294,2457,2020-10-26,en línea
187079386,988,2022-05-07,en línea
821569039,988,2022-07-05,en línea
498057414,988,2022-11-16,en línea
849308996,988,2022-05-17,en línea
860577064,988,2022-08-22,en línea
134076013,988,2022-05-16,en línea
210937274,7930,2021-08-19,en línea
722943780,7930,2022-05-30,en línea
836154575,7930,2021-11-07,en línea
286502532,4587,2021-07-18,en línea
374230012,4587,2022-05-16,en línea
535116933,4587,2021-08-13,en línea
533165658,6682,2020-12-11,en línea
377440461,6222,2021-10-28,en línea
599470442,6222,2021-11-09,en línea
343118632,10299,2020-11-09,en línea
283997861,10299,2021-03-23,en línea
270204014,10299,2021-08-12,en línea
500422452,10299,2022-07-18,en línea
349338347,10299,2022-07-22,en línea
202767788,10299,2021-07-13,en línea
815758743,3083,2021-07-26,en línea
348929802,3083,2021-11-18,en línea
493688812,3083,2022-08-05,en línea
545374546,3083,2021-12-28,en línea
745213182,3083,2022-04-04,en línea
514910765,3083,2021-10-07,en línea
589335314,8953,2021-05-06,en línea
377928087,8650,2021-03-18,en línea
581115972,10862,2020-08-17,en línea
423528773,2782,2021-07-11,en línea
132613914,2782,2022-06-12,en línea
758849999,2782,2022-07-26,en línea
286333316,2782,2022-04-26,en línea
163352769,2782,2022-02-12,en línea
600053751,2782,2022-05-12,en línea
853226212,6941,2021-07-14,en línea
563812081,6941,2021-09-22,en línea
505101586,10972,2022-03-10,en línea
752449565,10972,2022-12-20,en línea
236271680,10972,2022-05-12,en línea
540065618,10972,2022-11-27,en línea
741348733,10708,2021-12-28,en línea
797962217,6583,2021-06-03,en línea
106048800,6583,2022-09-28,en línea
609750413,6583,2021-11-01,en línea
433344581,6583,2021-10-01,en línea
623255795,6583,2021-11-14,en línea
613862397,6583,2021-07-04,en línea
488233016,3641,2021-01-20,en línea
851894477,3641,2021-11-22,en línea
283711369,10156,2021-06-03,en línea
234035295,10156,2022-05-26,en línea
213577939,10156,2021-11-09,en línea
225012534,10156,2021-08-19,en línea
350788815,10156,2021-11-23,en línea
833049926,10156,2021-11-06,en línea
358918388,10156,2021-06-30,en línea
655852109,10156,2022-01-04,en línea
346639088,4299,2020-09-21,en línea
861322581,4299,2021-10-17,en línea
260702839,4299,2022-04-21,en línea
150195037,4299,2020-11-28,en línea
553100841,4299,2021-05-15,en línea
479157983,4299,2021-07-30,en línea
837842351,4299,2021-12-22,en línea
193563344,4299,2021-02-23,en línea
364246346,4299,2022-02-04,en línea
841713529,4299,2020-12-08,en línea
371313655,4299,2021-02-01,en línea
143797964,3469,2020-09-06,en línea
658673175,3469,2021-06-23,en línea
806083447,3469,2021-02-23,en línea
233305396,5063,2020-12-18,en línea
755730446,5063,2021-05-21,en línea
799768823,5063,2022-07-09,en línea
386894298,5063,2021-09-18,en línea
199525591,10727,2021-11-19,en línea
430355066,10727,2022-04-06,en línea
829207558,10727,2022-05-27,en línea
175085045,10727,2022-10-10,en línea
447819487,10727,2022-02-15,en línea
881689579,10727,2022-09-07,en línea
200969091,10727,2022-04-09,en línea
447825441,9624,2022-06-13,en línea
440778830,9624,2022-11-08,en línea
640294546,9624,2022-07-07,en línea
410200601,5156,2022-01-15,en línea
835808248,5156,2022-08-25,en línea
809554177,5156,2022-12-10,en línea
363201980,5156,2022-08-23,en línea
503274631,5156,2022-10-07,en línea
377431914,5156,2022-07-24,en línea
300613611,4376,2022-02-15,en línea
495785814,4376,2022-09-10,en línea
112426500,8923,2021-04-18,en línea
177671456,8923,2022-02-23,en línea
616722119,8923,2022-04-20,en línea
231887477,8923,2022-09-25,en línea
740386509,8923,2021-09-29,en línea
702716830,8923,2022-03-16,en línea
377947393,8461,2022-03-10,en línea
544291273,6945,2021-06-04,en línea
127452939,6945,2022-01-11,en línea
579738763,6945,2021-12-14,en línea
248029007,6945,2021-11-03,en línea
508425777,6945,2022-10-10,en línea
265483730,6945,2021-12-20,en línea
434424185,6945,2021-06-16,en línea
115978937,6945,2021-10-12,en línea
817948153,6945,2021-07-24,en línea
180315210,944,2021-01-08,en línea
187203660,944,2022-09-22,en línea
492313101,944,2021-06-26,en línea
891650197,944,2022-10-29,en línea
786148355,1907,2020-09-28,en línea
142375191,1907,2021-04-15,en línea
773844364,1907,2021-02-24,en línea
296905504,1907,2022-02-19,en línea
522473484,1907,2020-10-01,en línea
742609478,1907,2022-01-04,en línea
750499063,1907,2021-04-29,en línea
165659028,1907,2021-09-01,en línea
716136233,701,2021-11-06,en línea
624603644,701,2022-11-23,en línea
272150120,701,2022-03-23,en línea
254741131,701,2022-09-04,en línea
668178348,701,2022-05-15,en línea
799930813,701,2022-11-21,en línea
162991252,3856,2020-10-05,en línea
703069475,3856,2021-04-11,en línea
347118521,3856,2021-01-25,en línea
798415022,3856,2022-02-08,en línea
865507880,4149,2022-05-13,en línea
364083810,4149,2022-09-14,en línea
877369499,4149,2022-06-01,en línea
449641529,4149,2022-09-25,en línea
315631621,4149,2022-07-13,en línea
642539215,2131,2020-12-30,en línea
543518886,2131,2021-09-18,en línea
241494389,2131,2021-09-29,en línea
395196561,2131,2021-01-07,en línea
640565403,2131,2022-04-11,en línea
388232665,2131,2021-01-24,en línea
682893908,2131,2021-07-18,en línea
377346853,2131,2021-09-09,en línea
518680376,2131,2021-01-26,en línea
263571319,2942,2021-05-07,en línea
811188221,2942,2021-05-18,en línea
475076030,2942,2022-01-15,en línea
103228102,2942,2021-12-25,en línea
202539744,2942,2022-01-10,en línea
722934269,1173,2021-03-10,en línea
522610171,1173,2021-08-12,en línea
122491358,1173,2021-10-16,en línea
809723826,1173,2021-04-18,en línea
370084927,4381,2021-08-18,en línea
363878023,4381,2022-03-11,en línea
829511799,4381,2021-09-28,en línea
826897078,4611,2021-01-21,en línea
851879831,4611,2022-06-20,en línea
891842405,4611,2021-06-04,en línea
770430951,4611,2021-12-29,en línea
111512685,4611,2021-02-20,en línea
646019359,4611,2021-08-13,en línea
676998803,4611,2022-08-19,en línea
682946514,4611,2021-05-22,en línea
773027041,4611,2021-03-14,en línea
860981910,3376,2021-12-13,en línea
342877641,3376,2022-08-21,en línea
360260273,3376,2022-09-12,en línea
544032443,4679,2022-05-23,en línea
254626031,4679,2022-09-28,en línea
490918952,4679,2022-12-26,en línea
591674785,4679,2022-11-16,en línea
220207711,4679,2022-09-13,en línea
452500495,4679,2022-07-11,en línea
246618284,4679,2022-08-29,en línea
791777068,10928,2021-09-16,en línea
385126629,10928,2022-02-04,en línea
112566158,10928,2021-10-27,en línea
393374992,10928,2021-12-01,en línea
455929382,10928,2022-08-02,en línea
842995816,10928,2021-12-24,en línea
121315099,10928,2022-07-10,en línea
380004526,4248,2022-02-17,en línea
330567768,4248,2022-12-11,en línea
814424140,4248,2022-09-13,en línea
669553628,4248,2022-04-01,en línea
232407996,6728,2020-08-27,en línea
362590844,6661,2020-08-12,en línea
207357893,6661,2021-05-17,en línea
444396956,6661,2021-01-31,en línea
569423384,6661,2021-01-03,en línea
492902040,6661,2021-04-09,en línea
557346384,6661,2020-09-28,en línea
187304704,6661,2022-01-06,en línea
517414152,6661,2021-02-22,en línea
784950257,6661,2022-10-25,en línea
138334586,4725,2022-04-13,en línea
306267557,3277,2020-08-03,en línea
337682033,3277,2020-10-24,en línea
429894867,3277,2021-05-28,en línea
877210080,3277,2021-12-27,en línea
293536604,3277,2020-08-30,en línea
625322314,3277,2021-10-15,en línea
445802063,3277,2021-02-15,en línea
662363243,2564,2022-01-04,en línea
388568478,2564,2022-02-24,en línea
207670784,2564,2022-04-04,en línea
789061389,946,2020-09-22,en línea
618550758,946,2021-05-19,en línea
439139892,946,2021-05-20,en línea
765023428,3867,2021-08-31,en línea
321991896,3867,2022-10-27,en línea
127383586,3867,2022-05-11,en línea
851867605,3867,2022-09-15,en línea
515840303,3867,2022-02-07,en línea
831389053,3867,2022-04-28,en línea
404792013,3867,2022-01-25,en línea
686649710,3867,2021-10-11,en línea
453177039,3867,2021-10-18,en línea
868544569,6940,2021-10-21,en línea
703851701,6940,2022-03-10,en línea
737826634,6940,2022-02-28,en línea
188618441,55,2020-12-07,en línea
782052604,55,2021-01-10,en línea
893385422,55,2021-10-20,en línea
458140764,55,2021-05-25,en línea
854519568,55,2021-07-04,en línea
540497137,55,2022-11-20,en línea
269787203,55,2021-06-14,en línea
419854869,5084,2021-12-25,en línea
534891492,5084,2022-11-13,en línea
792896482,5084,2022-12-29,en línea
191546115,5084,2022-10-13,en línea
270671313,5084,2022-08-24,en línea
139799724,5084,2021-12-30,en línea
690561995,1777,2020-09-07,en línea
682978536,1777,2020-09-09,en línea
630374464,8162,2021-01-01,en línea
107674821,10826,2020-12-28,en línea
894809828,8754,2021-05-16,en línea
535709173,1987,2021-09-25,en línea
887400795,1987,2022-03-09,en línea
