id_cliente,ano_nascimento,nivel_educacao,estado_civil,salario_anual_dolar,criancas_ate_dez_anos,criancas_mais_dez_anos,data_entrada,resposta_campanha,transacoes(frequencia),ultima_compra,total_compra(monetario),total_vinho,total_frutas,total_carnes,total_peixes,total_doces,total_outros,idade,faixa_etária,total_filhos,media_compras,mediana_compras,recencia,score_frequencia,quintil_frequencia,score_recencia,quintil_recencia,score_monetario,quintil_monetario,classificacao_cliente
5455,1971,Posgrado,Casado,32011,1,0,2021-08-22,0,6,2022-08-17,"$122,00","$99,00","$0,00","$15,00","$2,00","$1,00","$5,00",53,Adulto,1,"$20,33","$3,50",1332,2,Q2,3,Q1,2,Q2,LEALDADE POTENCIAL
456,1986,Secundaria,Casado,7500,1,0,2021-02-07,0,5,2022-02-03,"$36,00","$1,00","$11,00","$5,00","$4,00","$6,00","$9,00",38,Adulto,1,"$6,00","$5,50",1527,2,Q1,1,Q1,1,Q1,HIBERNANDO
5012,1989,Grado o superior,Casado,28691,1,0,2021-07-04,0,4,2022-01-28,"$34,00","$5,00","$4,00","$13,00","$8,00","$0,00","$4,00",35,Adulto,1,"$5,67","$4,50",1533,1,Q1,1,Q1,1,Q1,HIBERNANDO
7495,1948,Posgrado,Casado,56223,0,1,2021-12-20,0,7,2022-12-13,"$156,00","$77,00","$28,00","$31,00","$16,00","$0,00","$4,00",76,Idoso,1,"$26,00","$22,00",1214,3,Q2,5,Q1,2,Q2,LEALDADE POTENCIAL
5029,1946,Grado o superior,Casado,18100,0,0,2021-08-06,0,3,2021-11-05,"$14,00","$3,00","$1,00","$2,00","$4,00","$3,00","$1,00",78,Idoso,0,"$2,33","$2,50",1617,1,Q1,1,Q1,1,Q1,HIBERNANDO
10642,1989,Grado o superior,Soltero,30279,1,0,2020-12-30,0,4,2021-08-27,"$37,00","$10,00","$4,00","$14,00","$4,00","$4,00","$1,00",35,Adulto,1,"$6,17","$4,00",1687,1,Q1,1,Q1,1,Q1,HIBERNANDO
2106,1974,Secundaria,Casado,20130,0,0,2022-03-17,0,4,2022-09-28,"$34,00","$0,00","$6,00","$3,00","$7,00","$6,00","$12,00",50,Adulto,0,"$5,67","$6,00",1290,1,Q1,4,Q1,1,Q1,LEALDADE POTENCIAL
10364,1959,Grado o superior,Divorciado,23295,0,0,2021-07-13,0,3,2022-07-22,"$20,00","$0,00","$0,00","$1,00","$2,00","$12,00","$5,00",65,Idoso,0,"$3,33","$1,50",1358,1,Q1,3,Q1,1,Q1,LEALDADE POTENCIAL
5954,1972,Posgrado,Divorciado,42618,1,0,2021-10-09,0,9,2022-09-28,"$192,00","$76,00","$14,00","$74,00","$13,00","$5,00","$10,00",52,Adulto,1,"$32,00","$13,50",1290,3,Q3,4,Q1,2,Q2,LEALDADE POTENCIAL
1137,1964,Grado o superior,Soltero,81246,0,0,2021-12-29,0,11,2022-10-18,"$1.379,00","$398,00","$190,00","$537,00","$61,00","$156,00","$37,00",60,Adulto,0,"$229,83","$173,00",1270,4,Q3,4,Q1,5,Q5,CAMPEÕES
2541,1976,Grado o superior,Casado,24027,1,0,2021-06-09,0,5,2022-02-27,"$48,00","$14,00","$7,00","$11,00","$11,00","$0,00","$5,00",48,Adulto,1,"$8,00","$9,00",1503,2,Q1,1,Q1,1,Q1,HIBERNANDO
1142,1953,Posgrado,Casado,55707,0,1,2021-12-22,0,12,2022-12-11,"$428,00","$208,00","$7,00","$82,00","$30,00","$66,00","$35,00",71,Idoso,1,"$71,33","$50,50",1216,4,Q4,5,Q1,3,Q3,CLIENTES FIEIS
2276,1955,Grado o superior,Soltero,57959,0,1,2021-05-02,0,15,2022-09-16,"$868,00","$430,00","$16,00","$322,00","$43,00","$24,00","$33,00",69,Idoso,1,"$144,67","$38,00",1302,5,Q4,3,Q1,4,Q4,CLIENTES FIEIS
2807,1969,Grado o superior,Casado,56796,0,1,2021-02-16,0,15,2022-10-14,"$1.001,00","$656,00","$38,00","$161,00","$62,00","$47,00","$37,00",55,Adulto,1,"$166,83","$54,50",1274,5,Q4,4,Q1,4,Q4,CAMPEÕES
6471,1971,Posgrado,Soltero,36230,1,0,2021-10-17,0,6,2022-09-13,"$59,00","$14,00","$2,00","$30,00","$8,00","$2,00","$3,00",53,Adulto,1,"$9,83","$5,50",1305,2,Q2,3,Q1,2,Q2,LEALDADE POTENCIAL
6131,1980,Secundaria,Casado,70829,1,1,2021-12-01,0,12,2022-12-27,"$431,00","$141,00","$70,00","$106,00","$72,00","$19,00","$23,00",44,Adulto,2,"$71,83","$71,00",1200,4,Q4,5,Q1,3,Q3,CLIENTES FIEIS
6233,1976,Grado o superior,Casado,65991,0,1,2020-09-07,0,19,2022-08-25,"$971,00","$507,00","$19,00","$364,00","$25,00","$47,00","$9,00",48,Adulto,1,"$161,83","$36,00",1324,5,Q5,3,Q1,4,Q4,CLIENTES FIEIS
4148,1972,Grado o superior,Casado,38988,1,2,2020-08-20,0,11,2022-11-17,"$348,00","$164,00","$24,00","$103,00","$12,00","$3,00","$42,00",52,Adulto,3,"$58,00","$33,00",1240,4,Q3,4,Q1,3,Q3,CLIENTES FIEIS
4947,1966,Secundaria,Soltero,89572,0,0,2020-09-15,1,16,2022-03-28,"$2.059,00","$606,00","$24,00","$974,00","$197,00","$194,00","$64,00",58,Adulto,0,"$343,17","$195,50",1474,5,Q5,1,Q1,5,Q5,EM RISCO
3225,1984,Posgrado,Casado,42207,1,0,2021-04-01,1,9,2022-06-05,"$265,00","$116,00","$11,00","$72,00","$3,00","$17,00","$46,00",40,Adulto,1,"$44,17","$31,50",1405,3,Q3,2,Q1,3,Q3,CLIENTES FIEIS
7540,1952,Grado o superior,Casado,50300,0,1,2022-05-25,0,10,2022-12-26,"$270,00","$143,00","$15,00","$60,00","$24,00","$23,00","$5,00",72,Idoso,1,"$45,00","$23,50",1201,3,Q3,5,Q1,3,Q3,CLIENTES FIEIS
10648,1982,Secundaria,Unión de hecho,66664,0,0,2020-09-25,0,11,2022-08-26,"$1.289,00","$398,00","$96,00","$447,00","$220,00","$96,00","$32,00",42,Adulto,0,"$214,83","$158,00",1323,4,Q3,3,Q1,5,Q5,CLIENTES FIEIS
1992,1964,Grado o superior,Casado,60597,0,1,2022-01-01,1,10,2022-11-05,"$893,00","$522,00","$0,00","$257,00","$32,00","$16,00","$66,00",60,Adulto,1,"$148,83","$49,00",1252,3,Q3,4,Q1,4,Q4,CLIENTES FIEIS
7851,1949,Grado o superior,Viuda/Viudo,70165,0,0,2021-09-22,0,14,2022-10-13,"$926,00","$161,00","$0,00","$253,00","$199,00","$191,00","$122,00",75,Idoso,0,"$154,33","$176,00",1275,4,Q4,4,Q1,4,Q4,CAMPEÕES
8594,1958,Posgrado,Viuda/Viudo,50520,0,1,2022-01-28,0,6,2022-12-16,"$135,00","$112,00","$0,00","$6,00","$2,00","$1,00","$14,00",66,Idoso,1,"$22,50","$4,00",1211,2,Q2,5,Q1,2,Q2,LEALDADE POTENCIAL
7059,1963,Grado o superior,Casado,80124,0,0,2022-06-26,0,11,2022-12-18,"$1.495,00","$483,00","$84,00","$398,00","$205,00","$84,00","$241,00",61,Adulto,0,"$249,17","$223,00",1209,4,Q3,5,Q1,5,Q5,CAMPEÕES
2815,1975,Grado o superior,Casado,33183,1,0,2022-02-24,0,7,2022-11-18,"$120,00","$7,00","$5,00","$39,00","$17,00","$15,00","$37,00",49,Adulto,1,"$20,00","$16,00",1239,3,Q2,4,Q1,2,Q2,LEALDADE POTENCIAL
2416,1969,Posgrado,Soltero,66582,0,0,2022-03-03,0,11,2022-12-27,"$1.288,00","$789,00","$25,00","$420,00","$16,00","$38,00","$0,00",55,Adulto,0,"$214,67","$31,50",1200,4,Q3,5,Q1,5,Q5,CAMPEÕES
7999,1955,Posgrado,Unión de hecho,75261,0,0,2021-04-23,1,10,2022-07-14,"$1.743,00","$1.239,00","$17,00","$413,00","$23,00","$34,00","$17,00",69,Idoso,0,"$290,50","$28,50",1366,3,Q3,3,Q1,5,Q5,CLIENTES FIEIS
9213,1970,Grado o superior,Viuda/Viudo,31880,1,0,2020-10-31,0,3,2021-04-23,"$15,00","$4,00","$1,00","$5,00","$2,00","$0,00","$3,00",54,Adulto,1,"$2,50","$2,50",1813,1,Q1,1,Q1,1,Q1,HIBERNANDO
9697,1951,Grado o superior,Casado,53790,0,2,2022-03-06,0,15,2022-12-17,"$542,00","$335,00","$42,00","$127,00","$28,00","$5,00","$5,00",73,Idoso,2,"$90,33","$35,00",1210,5,Q4,5,Q1,3,Q3,CAMPEÕES
3916,1971,Posgrado,Unión de hecho,49269,1,0,2020-08-15,0,19,2022-07-16,"$890,00","$639,00","$8,00","$166,00","$11,00","$8,00","$58,00",53,Adulto,1,"$148,33","$34,50",1364,5,Q5,3,Q1,4,Q4,CLIENTES FIEIS
2021,1975,Grado o superior,Casado,61456,0,1,2021-03-27,0,19,2022-08-12,"$1.388,00","$563,00","$76,00","$384,00","$84,00","$192,00","$89,00",49,Adulto,1,"$231,33","$140,50",1337,5,Q5,3,Q1,5,Q5,CLIENTES FIEIS
1581,1980,Grado o superior,Casado,37406,1,0,2021-10-10,1,3,2022-10-14,"$17,00","$2,00","$0,00","$8,00","$2,00","$2,00","$3,00",44,Adulto,1,"$2,83","$2,00",1274,1,Q1,4,Q1,1,Q1,LEALDADE POTENCIAL
564,1981,Posgrado,Unión de hecho,56937,1,0,2020-08-04,1,17,2022-06-19,"$906,00","$746,00","$8,00","$125,00","$11,00","$8,00","$8,00",43,Adulto,1,"$151,00","$9,50",1391,5,Q5,2,Q1,4,Q4,CLIENTES FIEIS
6619,1978,Grado o superior,Casado,38415,1,1,2021-01-02,0,4,2022-07-24,"$44,00","$22,00","$1,00","$13,00","$4,00","$0,00","$4,00",46,Adulto,2,"$7,33","$4,00",1356,1,Q1,3,Q1,1,Q1,LEALDADE POTENCIAL
9081,1988,Grado o superior,Soltero,20518,1,0,2022-05-18,0,3,2022-08-18,"$25,00","$4,00","$1,00","$6,00","$4,00","$1,00","$9,00",36,Adulto,1,"$4,17","$4,00",1331,1,Q1,3,Q1,1,Q1,LEALDADE POTENCIAL
178,1956,Grado o superior,Casado,62503,0,1,2021-02-18,0,19,2022-10-04,"$973,00","$478,00","$0,00","$193,00","$110,00","$75,00","$117,00",68,Idoso,1,"$162,17","$113,50",1284,5,Q5,4,Q1,4,Q4,CAMPEÕES
916,1972,Posgrado,Soltero,41644,1,1,2022-05-09,0,4,2022-10-27,"$31,00","$20,00","$3,00","$4,00","$2,00","$0,00","$2,00",52,Adulto,2,"$5,17","$2,50",1261,1,Q1,4,Q1,1,Q1,LEALDADE POTENCIAL
5512,1977,Posgrado,Casado,55842,0,1,2022-05-23,0,15,2022-12-14,"$518,00","$451,00","$0,00","$39,00","$0,00","$4,00","$24,00",47,Adulto,1,"$86,33","$14,00",1213,5,Q4,5,Q1,3,Q3,CAMPEÕES
8970,1972,Posgrado,Casado,62010,0,1,2020-10-23,0,13,2022-09-05,"$530,00","$371,00","$22,00","$39,00","$6,00","$0,00","$92,00",52,Adulto,1,"$88,33","$30,50",1313,4,Q4,3,Q1,3,Q3,CLIENTES FIEIS
10581,1977,Grado o superior,Casado,41124,1,0,2020-10-31,0,11,2022-10-28,"$506,00","$281,00","$7,00","$84,00","$15,00","$0,00","$119,00",47,Adulto,1,"$84,33","$49,50",1260,4,Q3,4,Q1,3,Q3,CLIENTES FIEIS
5300,1973,Posgrado,Casado,38961,1,0,2021-12-30,0,4,2022-12-21,"$70,00","$19,00","$7,00","$19,00","$0,00","$1,00","$24,00",51,Adulto,1,"$11,67","$13,00",1206,1,Q1,5,Q1,2,Q2,LEALDADE POTENCIAL
5154,1972,Posgrado,Divorciado,37760,1,0,2021-08-11,0,5,2022-06-10,"$54,00","$26,00","$3,00","$13,00","$2,00","$10,00","$0,00",52,Adulto,1,"$9,00","$6,50",1400,2,Q1,2,Q1,1,Q1,PRESTER A HIBERNAR
8346,1974,Grado o superior,Soltero,32233,1,0,2020-08-19,1,8,2022-07-12,"$296,00","$138,00","$15,00","$35,00","$25,00","$11,00","$72,00",50,Adulto,1,"$49,33","$30,00",1368,3,Q3,2,Q1,3,Q3,CLIENTES FIEIS
1676,1975,Grado o superior,Casado,43057,0,1,2021-10-30,0,9,2022-09-25,"$266,00","$213,00","$2,00","$44,00","$0,00","$2,00","$5,00",49,Adulto,1,"$44,33","$3,50",1293,3,Q3,4,Q1,3,Q3,CLIENTES FIEIS
9286,1960,Posgrado,Unión de hecho,83151,0,0,2020-10-10,0,9,2022-03-28,"$747,00","$407,00","$28,00","$100,00","$120,00","$74,00","$18,00",64,Adulto,0,"$124,50","$87,00",1474,3,Q3,1,Q1,4,Q4,EM RISCO
2426,1964,Posgrado,Divorciado,78825,0,0,2020-09-14,1,18,2022-03-13,"$895,00","$483,00","$74,00","$114,00","$169,00","$37,00","$18,00",60,Adulto,0,"$149,17","$94,00",1489,5,Q5,1,Q1,4,Q4,EM RISCO
5172,1976,Posgrado,Unión de hecho,65104,0,1,2021-11-14,0,10,2022-12-28,"$1.053,00","$738,00","$0,00","$232,00","$13,00","$20,00","$50,00",48,Adulto,1,"$175,50","$35,00",1199,3,Q3,5,Q1,4,Q4,CLIENTES FIEIS
5562,1974,Grado o superior,Casado,60093,0,1,2021-06-26,0,17,2022-08-10,"$735,00","$502,00","$12,00","$109,00","$16,00","$6,00","$90,00",50,Adulto,1,"$122,50","$53,00",1339,5,Q5,3,Q1,4,Q4,CLIENTES FIEIS
3436,1969,Grado o superior,Casado,14045,1,0,2022-01-26,0,4,2022-06-30,"$20,00","$11,00","$0,00","$5,00","$2,00","$1,00","$1,00",55,Adulto,1,"$3,33","$1,50",1380,1,Q1,2,Q1,1,Q1,PRESTER A HIBERNAR
3921,1952,Secundaria,Viuda/Viudo,28457,0,0,2020-10-28,0,8,2022-02-05,"$205,00","$24,00","$1,00","$108,00","$29,00","$29,00","$14,00",72,Idoso,0,"$34,17","$26,50",1525,3,Q3,1,Q1,3,Q3,EM RISCO
3403,1958,Posgrado,Unión de hecho,78952,0,1,2020-09-24,0,14,2022-04-29,"$2.092,00","$1.170,00","$19,00","$594,00","$99,00","$76,00","$134,00",66,Idoso,1,"$348,67","$116,50",1442,4,Q4,2,Q1,5,Q5,CLIENTES FIEIS
22,1976,Grado o superior,Divorciado,46310,1,0,2020-12-03,0,11,2022-05-20,"$309,00","$185,00","$2,00","$88,00","$15,00","$5,00","$14,00",48,Adulto,1,"$51,50","$14,50",1421,4,Q3,2,Q1,3,Q3,CLIENTES FIEIS
10965,1955,Grado o superior,Unión de hecho,76005,0,0,2021-02-22,0,16,2022-04-10,"$1.722,00","$983,00","$20,00","$389,00","$240,00","$50,00","$40,00",69,Idoso,0,"$287,00","$145,00",1461,5,Q5,2,Q1,5,Q5,CLIENTES FIEIS
9426,1964,Posgrado,Soltero,58308,0,1,2021-01-12,0,5,2021-09-26,"$900,00","$691,00","$0,00","$69,00","$10,00","$0,00","$130,00",60,Adulto,1,"$150,00","$39,50",1657,2,Q1,1,Q1,4,Q4,EM RISCO
6605,1944,Posgrado,Divorciado,55614,0,0,2021-11-27,0,15,2022-11-03,"$682,00","$504,00","$13,00","$131,00","$8,00","$0,00","$26,00",80,Idoso,0,"$113,67","$19,50",1254,5,Q4,4,Q1,4,Q4,CAMPEÕES
3136,1962,Posgrado,Divorciado,59432,0,1,2021-04-13,0,16,2022-06-25,"$663,00","$317,00","$25,00","$265,00","$25,00","$19,00","$12,00",62,Adulto,1,"$110,50","$25,00",1385,5,Q5,2,Q1,4,Q4,CLIENTES FIEIS
8737,1978,Grado o superior,Divorciado,55563,0,1,2022-04-05,0,5,2022-12-29,"$43,00","$29,00","$1,00","$9,00","$2,00","$0,00","$2,00",46,Adulto,1,"$7,17","$2,00",1198,2,Q1,5,Q1,1,Q1,LEALDADE POTENCIAL
11088,1971,Posgrado,Unión de hecho,78642,0,1,2021-04-21,0,8,2022-04-03,"$1.816,00","$1.396,00","$0,00","$322,00","$46,00","$35,00","$17,00",53,Adulto,1,"$302,67","$40,50",1468,3,Q3,2,Q1,5,Q5,CLIENTES FIEIS
716,1949,Posgrado,Unión de hecho,67911,0,1,2022-05-22,0,17,2022-12-16,"$976,00","$529,00","$0,00","$356,00","$63,00","$28,00","$0,00",75,Idoso,1,"$162,67","$45,50",1211,5,Q5,5,Q1,4,Q4,CAMPEÕES
466,1944,Grado o superior,Casado,65275,0,0,2021-04-03,0,17,2022-08-04,"$746,00","$388,00","$14,00","$218,00","$91,00","$14,00","$21,00",80,Idoso,0,"$124,33","$56,00",1345,5,Q5,3,Q1,4,Q4,CLIENTES FIEIS
9135,1950,Grado o superior,Unión de hecho,27203,1,1,2020-08-06,0,3,2020-11-18,"$64,00","$13,00","$2,00","$21,00","$4,00","$0,00","$24,00",74,Idoso,2,"$10,67","$8,50",1969,1,Q1,1,Q1,2,Q2,HIBERNANDO
10623,1961,Posgrado,Unión de hecho,48330,0,1,2021-11-15,0,4,2022-12-27,"$32,00","$28,00","$0,00","$4,00","$0,00","$0,00","$0,00",63,Adulto,1,"$5,33","$0,00",1200,1,Q1,5,Q1,1,Q1,LEALDADE POTENCIAL
8151,1990,Secundaria,Casado,24279,0,0,2020-12-29,0,7,2022-06-18,"$263,00","$16,00","$36,00","$21,00","$20,00","$62,00","$108,00",34,Adulto,0,"$43,83","$28,50",1392,3,Q2,2,Q1,3,Q3,CLIENTES FIEIS
5140,1985,Posgrado,Casado,64355,1,0,2020-08-24,0,16,2022-08-22,"$1.445,00","$1.047,00","$0,00","$140,00","$67,00","$38,00","$153,00",39,Adulto,1,"$240,83","$103,50",1327,5,Q5,3,Q1,5,Q5,CLIENTES FIEIS
10160,1956,Posgrado,Unión de hecho,50943,0,1,2021-06-21,0,4,2021-12-30,"$46,00","$31,00","$0,00","$7,00","$2,00","$0,00","$6,00",68,Idoso,1,"$7,67","$4,00",1562,1,Q1,1,Q1,1,Q1,HIBERNANDO
4945,1953,Grado o superior,Viuda/Viudo,53653,0,0,2020-11-07,0,22,2022-05-22,"$1.210,00","$815,00","$10,00","$239,00","$28,00","$10,00","$108,00",71,Idoso,0,"$201,67","$68,00",1419,5,Q5,2,Q1,5,Q5,CLIENTES FIEIS
10584,1976,Grado o superior,Casado,65665,0,1,2021-12-02,0,13,2022-12-10,"$945,00","$225,00","$162,00","$387,00","$106,00","$36,00","$29,00",48,Adulto,1,"$157,50","$134,00",1217,4,Q4,5,Q1,4,Q4,CAMPEÕES
6071,1989,Grado o superior,Soltero,81217,0,0,2021-07-19,0,14,2022-11-18,"$1.157,00","$493,00","$70,00","$324,00","$146,00","$40,00","$84,00",35,Adulto,0,"$192,83","$115,00",1239,4,Q4,4,Q1,4,Q4,CAMPEÕES
3386,1992,Grado o superior,Casado,34935,0,0,2021-06-21,0,6,2022-06-30,"$137,00","$34,00","$4,00","$66,00","$3,00","$10,00","$20,00",32,Adulto,0,"$22,83","$15,00",1380,2,Q2,2,Q1,2,Q2,PRECISAM DE ATENÇÃO
8939,1959,Grado o superior,Divorciado,61250,0,1,2020-12-16,0,17,2022-03-06,"$730,00","$382,00","$138,00","$65,00","$60,00","$26,00","$59,00",65,Idoso,1,"$121,67","$62,50",1496,5,Q5,1,Q1,4,Q4,EM RISCO
9925,1981,Posgrado,Unión de hecho,39665,1,0,2021-05-25,0,7,2022-04-20,"$216,00","$127,00","$1,00","$56,00","$0,00","$1,00","$31,00",43,Adulto,1,"$36,00","$16,00",1451,3,Q2,2,Q1,3,Q3,CLIENTES FIEIS
4320,1979,Grado o superior,Soltero,60152,0,1,2021-03-28,0,18,2022-10-07,"$943,00","$325,00","$83,00","$300,00","$86,00","$58,00","$91,00",45,Adulto,1,"$157,17","$88,50",1281,5,Q5,4,Q1,4,Q4,CAMPEÕES
5389,1964,Grado o superior,Casado,48920,0,2,2021-10-20,0,11,2022-09-15,"$347,00","$238,00","$17,00","$68,00","$8,00","$10,00","$6,00",60,Adulto,2,"$57,83","$13,50",1303,4,Q3,3,Q1,3,Q3,CLIENTES FIEIS
6036,1959,Posgrado,Unión de hecho,89120,0,0,2022-03-17,0,12,2022-12-24,"$1.924,00","$1.168,00","$92,00","$408,00","$72,00","$129,00","$55,00",65,Idoso,0,"$320,67","$110,50",1203,4,Q4,5,Q1,5,Q5,CAMPEÕES
182,1946,Posgrado,Unión de hecho,44124,0,1,2021-05-11,0,11,2022-10-11,"$397,00","$284,00","$0,00","$55,00","$0,00","$6,00","$52,00",78,Idoso,1,"$66,17","$29,00",1277,4,Q3,4,Q1,3,Q3,CLIENTES FIEIS
203,1975,Posgrado,Soltero,81169,0,0,2021-04-14,0,14,2022-10-05,"$2.089,00","$1.288,00","$20,00","$613,00","$80,00","$61,00","$27,00",49,Adulto,0,"$348,17","$70,50",1283,4,Q4,4,Q1,5,Q5,CAMPEÕES
11025,1961,Grado o superior,Casado,36443,1,1,2021-02-03,0,6,2022-09-12,"$138,00","$65,00","$0,00","$46,00","$4,00","$3,00","$20,00",63,Adulto,2,"$23,00","$12,00",1306,2,Q2,3,Q1,2,Q2,LEALDADE POTENCIAL
10203,1990,Grado o superior,Soltero,26095,1,0,2021-06-30,0,4,2021-09-28,"$42,00","$11,00","$7,00","$9,00","$3,00","$1,00","$11,00",34,Adulto,1,"$7,00","$8,00",1655,1,Q1,1,Q1,1,Q1,HIBERNANDO
4607,1959,Grado o superior,Unión de hecho,71367,0,0,2021-08-23,0,11,2022-04-20,"$777,00","$227,00","$23,00","$389,00","$42,00","$21,00","$75,00",65,Idoso,0,"$129,50","$58,50",1451,4,Q3,2,Q1,4,Q4,CLIENTES FIEIS
3711,1944,Posgrado,Casado,80184,0,0,2022-03-01,0,16,2022-12-09,"$1.902,00","$1.035,00","$134,00","$670,00","$25,00","$38,00","$0,00",80,Idoso,0,"$317,00","$86,00",1218,5,Q5,5,Q1,5,Q5,CAMPEÕES
3696,1965,Grado o superior,Divorciado,30630,1,1,2022-01-27,0,5,2022-05-26,"$52,00","$27,00","$1,00","$12,00","$2,00","$0,00","$10,00",59,Adulto,2,"$8,67","$6,00",1415,2,Q1,2,Q1,1,Q1,PRESTER A HIBERNAR
2532,1987,Posgrado,Soltero,73454,0,0,2022-03-01,0,8,2022-08-24,"$1.651,00","$982,00","$73,00","$351,00","$56,00","$14,00","$175,00",37,Adulto,0,"$275,17","$124,00",1325,3,Q3,3,Q1,5,Q5,CLIENTES FIEIS
9214,1991,Grado o superior,Casado,42691,0,0,2021-08-16,0,11,2022-06-05,"$358,00","$179,00","$2,00","$64,00","$38,00","$17,00","$58,00",33,Adulto,0,"$59,67","$48,00",1405,4,Q3,2,Q1,3,Q3,CLIENTES FIEIS
4943,1953,Grado o superior,Casado,70503,0,0,2020-09-30,0,11,2021-07-31,"$1.727,00","$1.379,00","$33,00","$216,00","$0,00","$33,00","$66,00",71,Idoso,0,"$287,83","$49,50",1714,4,Q3,1,Q1,5,Q5,EM RISCO
35,1987,Grado o superior,Casado,25545,1,0,2020-09-08,1,5,2022-02-08,"$210,00","$32,00","$1,00","$64,00","$16,00","$12,00","$85,00",37,Adulto,1,"$35,00","$24,00",1522,2,Q1,1,Q1,3,Q3,EM RISCO
2258,1986,Grado o superior,Casado,32880,1,0,2020-12-04,0,4,2022-11-15,"$42,00","$8,00","$4,00","$15,00","$7,00","$6,00","$2,00",38,Adulto,1,"$7,00","$6,50",1242,1,Q1,4,Q1,1,Q1,LEALDADE POTENCIAL
4322,1958,Posgrado,Unión de hecho,77863,0,0,2021-11-27,0,14,2022-12-29,"$1.291,00","$881,00","$38,00","$319,00","$16,00","$25,00","$12,00",66,Idoso,0,"$215,17","$31,50",1198,4,Q4,5,Q1,5,Q5,CAMPEÕES
713,1977,Posgrado,Casado,50353,0,0,2022-06-08,0,10,2022-12-17,"$442,00","$141,00","$15,00","$153,00","$67,00","$31,00","$35,00",47,Adulto,0,"$73,67","$51,00",1210,3,Q3,5,Q1,3,Q3,CLIENTES FIEIS
4702,1964,Grado o superior,Soltero,61839,0,0,2020-08-12,0,8,2022-04-27,"$1.895,00","$1.000,00","$155,00","$379,00","$224,00","$17,00","$120,00",60,Adulto,0,"$315,83","$189,50",1444,3,Q3,2,Q1,5,Q5,CLIENTES FIEIS
3281,1960,Posgrado,Casado,49154,1,1,2021-11-03,0,12,2022-11-07,"$411,00","$206,00","$10,00","$67,00","$30,00","$27,00","$71,00",64,Adulto,2,"$68,50","$48,50",1250,4,Q4,4,Q1,3,Q3,CLIENTES FIEIS
702,1975,Secundaria,Viuda/Viudo,47682,0,1,2021-02-15,0,12,2022-01-13,"$521,00","$162,00","$61,00","$83,00","$97,00","$57,00","$61,00",49,Adulto,1,"$86,83","$72,00",1548,4,Q4,1,Q1,3,Q3,EM RISCO
2004,1969,Grado o superior,Soltero,72679,0,1,2021-09-18,0,9,2022-11-04,"$1.168,00","$619,00","$54,00","$260,00","$127,00","$54,00","$54,00",55,Adulto,1,"$194,67","$90,50",1253,3,Q3,4,Q1,4,Q4,CLIENTES FIEIS
4769,1977,Posgrado,Unión de hecho,57954,1,1,2022-06-18,0,14,2022-12-24,"$493,00","$456,00","$4,00","$24,00","$0,00","$0,00","$9,00",47,Adulto,2,"$82,17","$6,50",1203,4,Q4,5,Q1,3,Q3,CLIENTES FIEIS
4437,1962,Grado o superior,Casado,65316,1,1,2021-04-24,0,8,2021-09-16,"$260,00","$112,00","$6,00","$92,00","$3,00","$9,00","$38,00",62,Adulto,2,"$43,33","$23,50",1667,3,Q3,1,Q1,3,Q3,EM RISCO
8724,1982,Grado o superior,Soltero,28567,1,0,2021-06-17,0,5,2021-10-12,"$46,00","$11,00","$3,00","$22,00","$2,00","$2,00","$6,00",42,Adulto,1,"$7,67","$4,50",1641,2,Q1,1,Q1,1,Q1,HIBERNANDO
10741,1951,Posgrado,Unión de hecho,47352,0,1,2021-04-11,0,11,2022-09-25,"$319,00","$172,00","$12,00","$112,00","$8,00","$0,00","$15,00",73,Idoso,1,"$53,17","$13,50",1293,4,Q3,4,Q1,3,Q3,CLIENTES FIEIS
1991,1967,Grado o superior,Unión de hecho,44931,0,1,2022-01-18,0,5,2022-08-04,"$96,00","$78,00","$0,00","$11,00","$0,00","$0,00","$7,00",57,Adulto,1,"$16,00","$3,50",1345,2,Q1,3,Q1,2,Q2,LEALDADE POTENCIAL
6931,1967,Grado o superior,Divorciado,76982,0,0,2022-02-15,1,12,2022-11-16,"$1.062,00","$464,00","$151,00","$292,00","$65,00","$60,00","$30,00",57,Adulto,0,"$177,00","$108,00",1241,4,Q4,4,Q1,4,Q4,CAMPEÕES
11096,1952,Secundaria,Unión de hecho,57247,0,1,2021-08-08,0,9,2022-07-27,"$232,00","$99,00","$4,00","$32,00","$37,00","$54,00","$6,00",72,Idoso,1,"$38,67","$34,50",1353,3,Q3,3,Q1,3,Q3,CLIENTES FIEIS
304,1981,Posgrado,Soltero,22944,1,0,2021-12-23,0,6,2022-12-16,"$76,00","$19,00","$3,00","$19,00","$4,00","$5,00","$26,00",43,Adulto,1,"$12,67","$12,00",1211,2,Q2,5,Q1,2,Q2,LEALDADE POTENCIAL
3665,1977,Secundaria,Unión de hecho,25315,1,0,2021-11-07,0,6,2022-12-22,"$54,00","$1,00","$9,00","$8,00","$11,00","$3,00","$22,00",47,Adulto,1,"$9,00","$8,50",1205,2,Q2,5,Q1,1,Q1,LEALDADE POTENCIAL
10591,1969,Grado o superior,Viuda/Viudo,43638,0,1,2020-08-06,0,8,2022-08-06,"$201,00","$63,00","$10,00","$83,00","$7,00","$19,00","$19,00",55,Adulto,1,"$33,50","$19,00",1343,3,Q3,3,Q1,3,Q3,CLIENTES FIEIS
